temp,hum,windspeed,atemp,cnt
0.2,0.93,0.194,0.197,16
0.22,0.93,0.1045,0.2424,2
0.22,0.93,0.194,0.2273,3
0.22,0.93,0.1343,0.2273,4
0.22,0.93,0.1343,0.2273,1
0.22,0.93,0.2836,0.2121,1
0.22,0.93,0.1045,0.2424,3
0.22,0.93,0.1045,0.2424,18
0.22,0.93,0.2239,0.2121,49
0.22,0.93,0.2239,0.2121,155
0.24,0.93,0.0896,0.2576,123
0.22,1.0,0.0,0.2727,61
0.24,0.93,0.194,0.2273,52
0.24,0.93,0.2239,0.2273,64
0.34,0.93,0.1642,0.3333,75
0.38,0.82,0.3881,0.3939,63
0.38,0.76,0.3284,0.3939,76
0.36,0.71,0.2985,0.3333,103
0.36,0.53,0.5224,0.3182,190
0.34,0.42,0.5522,0.2879,182
0.28,0.45,0.4925,0.2424,91
0.24,0.48,0.5522,0.197,75
0.22,0.47,0.3284,0.197,63
0.22,0.44,0.2537,0.2121,40
0.2,0.44,0.4478,0.1667,32
0.2,0.4,0.4478,0.1667,12
0.2,0.44,0.5224,0.1515,5
0.18,0.43,0.2537,0.1667,2
0.18,0.43,0.2537,0.1667,1
0.16,0.5,0.2985,0.1364,2
0.16,0.43,0.3582,0.1364,39
0.14,0.5,0.3284,0.1212,87
0.14,0.5,0.3582,0.1212,188
0.16,0.47,0.2985,0.1364,133
0.18,0.43,0.3284,0.1515,52
0.18,0.43,0.4478,0.1364,64
0.2,0.4,0.3582,0.1818,69
0.2,0.4,0.4179,0.1667,51
0.22,0.37,0.3881,0.197,47
0.22,0.37,0.3284,0.197,60
0.22,0.37,0.2537,0.2121,78
0.2,0.4,0.194,0.197,175
0.2,0.4,0.1642,0.2121,147
0.2,0.4,0.0,0.2576,96
0.2,0.47,0.0896,0.2273,109
0.18,0.55,0.1045,0.2121,54
0.18,0.51,0.0896,0.2121,41
0.2,0.47,0.1045,0.2273,38
0.2,0.44,0.0,0.2576,13
0.16,0.59,0.0,0.2273,7
0.14,0.63,0.1045,0.1667,1
0.14,0.63,0.1045,0.1667,1
0.14,0.63,0.1343,0.1515,7
0.16,0.55,0.0,0.2273,28
0.14,0.59,0.0,0.2121,87
0.14,0.74,0.1343,0.1515,220
0.16,0.8,0.1343,0.1818,127
0.2,0.51,0.1343,0.2121,51
0.22,0.51,0.1642,0.2273,64
0.24,0.48,0.1642,0.2424,86
0.26,0.5,0.2239,0.2576,82
0.28,0.45,0.1642,0.2727,91
0.28,0.48,0.2537,0.2727,90
0.3,0.42,0.2239,0.2879,99
0.26,0.56,0.1343,0.2727,205
0.24,0.6,0.1045,0.2576,155
0.24,0.65,0.1343,0.2424,103
0.24,0.65,0.1642,0.2424,71
0.24,0.7,0.1642,0.2424,43
0.24,0.65,0.1642,0.2424,46
0.24,0.7,0.1343,0.2424,31
0.24,0.7,0.1642,0.2424,39
0.24,0.65,0.1642,0.2424,18
0.24,0.75,0.1642,0.2424,17
0.24,0.75,0.1642,0.2424,11
0.22,0.93,0.1343,0.2273,8
0.2,1.0,0.0896,0.2273,9
0.2,1.0,0.0,0.2576,4
0.22,0.93,0.0896,0.2576,4
0.2,1.0,0.0896,0.2273,10
0.2,1.0,0.0896,0.2273,20
0.2,1.0,0.1343,0.2121,34
0.22,1.0,0.1343,0.2273,47
0.22,1.0,0.1642,0.2273,52
0.22,1.0,0.1642,0.2273,72
0.22,1.0,0.0,0.2727,55
0.22,1.0,0.0,0.2727,60
0.22,1.0,0.1343,0.2273,71
0.24,1.0,0.2836,0.2121,78
0.28,0.93,0.4478,0.2424,83
0.28,0.93,0.4478,0.2424,84
0.3,0.87,0.2537,0.2879,69
0.26,1.0,0.194,0.2576,56
0.26,0.93,0.1343,0.2727,45
0.26,0.93,0.2239,0.2576,59
0.26,0.7,0.194,0.2576,39
0.26,0.65,0.4179,0.2273,44
0.26,0.6,0.3284,0.2273,20
0.26,0.6,0.0896,0.2879,13
0.26,0.6,0.3582,0.2273,2
0.26,0.6,0.2239,0.2576,1
0.26,0.6,0.2239,0.2576,1
0.24,0.65,0.1642,0.2424,8
0.24,0.65,0.1045,0.2576,23
0.28,0.56,0.1045,0.2879,45
0.3,0.52,0.2537,0.2879,89
0.32,0.49,0.2537,0.303,117
0.34,0.46,0.0,0.3333,174
0.34,0.46,0.0,0.3636,182
0.34,0.46,0.0896,0.3485,161
0.34,0.46,0.0896,0.3485,182
0.34,0.49,0.1045,0.3485,157
0.34,0.46,0.0,0.3636,121
0.3,0.56,0.1642,0.303,78
0.28,0.61,0.1343,0.2879,21
0.28,0.61,0.1045,0.2879,26
0.26,0.6,0.0,0.303,27
0.26,0.6,0.0,0.303,62
0.24,0.65,0.0,0.2879,30
0.24,0.65,0.0,0.2879,15
0.22,0.75,0.0,0.2727,5
0.2,0.8,0.0,0.2576,3
0.2,0.86,0.0,0.2576,1
0.2,0.86,0.0,0.2576,2
0.2,0.86,0.0,0.2576,10
0.18,0.93,0.0,0.2424,30
0.18,0.86,0.0,0.2424,95
0.16,1.0,0.0,0.2273,230
0.22,0.8,0.0,0.2727,118
0.24,0.75,0.1045,0.2576,55
0.3,0.65,0.0896,0.3182,47
0.32,0.62,0.0,0.3485,66
0.36,0.57,0.0896,0.3636,64
0.36,0.57,0.0896,0.3636,60
0.38,0.54,0.0896,0.3939,50
0.36,0.57,0.1343,0.3485,114
0.32,0.7,0.1642,0.3182,216
0.34,0.66,0.1343,0.3333,175
0.32,0.7,0.0,0.3485,128
0.32,0.7,0.1045,0.3333,88
0.32,0.7,0.0,0.3485,78
0.28,0.81,0.0896,0.303,37
0.3,0.81,0.0,0.3333,25
0.28,0.87,0.0,0.3182,10
0.28,0.87,0.0,0.3182,4
0.26,0.93,0.1045,0.2727,2
0.28,0.93,0.1642,0.2727,1
0.26,0.93,0.1642,0.2576,3
0.26,0.81,0.3284,0.2273,2
0.26,0.7,0.3284,0.2273,39
0.24,0.65,0.4179,0.197,100
0.24,0.56,0.4925,0.197,243
0.24,0.52,0.4925,0.197,135
0.22,0.47,0.5522,0.1818,48
0.22,0.47,0.4627,0.1818,50
0.24,0.38,0.4925,0.197,65
0.24,0.32,0.4478,0.197,50
0.22,0.37,0.4179,0.197,64
0.22,0.35,0.3881,0.197,51
0.22,0.35,0.5224,0.1818,83
0.22,0.32,0.5821,0.1818,176
0.2,0.32,0.3881,0.1818,152
0.16,0.4,0.4627,0.1212,101
0.16,0.4,0.3284,0.1364,56
0.14,0.33,0.4627,0.1061,54
0.12,0.33,0.3582,0.1061,29
0.12,0.33,0.3284,0.1061,12
0.1,0.36,0.3582,0.0758,17
0.1,0.36,0.2239,0.1061,7
0.08,0.38,0.2836,0.0758,3
0.06,0.45,0.1343,0.0758,2
0.06,0.45,0.1045,0.1061,7
0.06,0.45,0.0,0.1515,43
0.06,0.49,0.1045,0.1061,99
0.1,0.42,0.0,0.1364,199
0.12,0.39,0.1642,0.1364,123
0.14,0.36,0.0,0.1818,59
0.14,0.43,0.1642,0.1515,41
0.18,0.4,0.2239,0.1818,61
0.18,0.4,0.2537,0.1667,69
0.2,0.34,0.2985,0.1818,58
0.2,0.34,0.2836,0.1818,64
0.2,0.37,0.2537,0.197,79
0.2,0.34,0.2537,0.197,166
0.18,0.47,0.2985,0.1667,170
0.14,0.86,0.2537,0.1212,88
0.14,0.86,0.1642,0.1515,84
0.14,0.86,0.1642,0.1515,83
0.16,0.8,0.1642,0.1667,46
0.16,0.8,0.194,0.1515,37
0.14,0.86,0.194,0.1364,16
0.14,0.8,0.1343,0.1515,7
0.14,0.8,0.1343,0.1515,3
0.14,0.59,0.2239,0.1364,1
0.12,0.5,0.2239,0.1212,6
0.12,0.54,0.2836,0.1212,26
0.1,0.5,0.4179,0.0758,99
0.1,0.49,0.3284,0.0758,178
0.12,0.42,0.3582,0.1061,122
0.12,0.42,0.2985,0.1061,35
0.14,0.39,0.3582,0.1212,45
0.16,0.34,0.3881,0.1364,69
0.18,0.29,0.2985,0.1667,62
0.2,0.27,0.2836,0.1818,48
0.2,0.25,0.2537,0.197,50
0.2,0.27,0.2985,0.1818,80
0.18,0.26,0.194,0.1818,165
0.16,0.28,0.1343,0.1818,160
0.14,0.28,0.1045,0.1667,112
0.14,0.31,0.0896,0.1818,97
0.14,0.39,0.0,0.2121,72
0.12,0.39,0.0,0.197,51
0.12,0.42,0.1045,0.1515,34
0.1,0.49,0.1045,0.1364,14
0.1,0.54,0.0896,0.1364,7
0.1,0.54,0.0896,0.1364,3
0.08,0.63,0.0896,0.1212,4
0.1,0.68,0.0,0.1818,24
0.08,0.73,0.0,0.1667,74
0.1,0.74,0.1642,0.1212,216
0.12,0.74,0.2239,0.1212,140
0.14,0.69,0.194,0.1364,44
0.22,0.47,0.1343,0.2273,64
0.22,0.47,0.1343,0.2273,71
0.24,0.35,0.194,0.2273,110
0.3,0.26,0.2537,0.2879,84
0.32,0.21,0.1642,0.3182,74
0.3,0.28,0.194,0.2879,125
0.3,0.24,0.0,0.3333,211
0.28,0.28,0.0,0.3182,174
0.26,0.33,0.0,0.303,101
0.22,0.55,0.1343,0.2273,63
0.2,0.59,0.1343,0.2121,47
0.2,0.64,0.0896,0.2273,43
0.18,0.69,0.0,0.2424,53
0.16,0.69,0.0896,0.197,30
0.14,0.86,0.0,0.2121,24
0.14,0.8,0.0,0.2121,15
0.12,0.8,0.0,0.197,10
0.12,0.74,0.0896,0.1667,4
0.12,0.74,0.0896,0.1667,1
0.12,0.93,0.194,0.1364,2
0.12,0.8,0.1045,0.1515,11
0.14,0.86,0.1343,0.1515,30
0.16,0.64,0.1343,0.1818,43
0.22,0.41,0.2537,0.2121,84
0.3,0.28,0.3284,0.2727,114
0.3,0.39,0.4627,0.2727,120
0.3,0.39,0.4179,0.2727,135
0.34,0.31,0.2836,0.3182,120
0.34,0.29,0.4179,0.303,174
0.34,0.29,0.4179,0.303,145
0.32,0.31,0.5224,0.2879,137
0.28,0.38,0.3284,0.2576,64
0.28,0.38,0.1642,0.2727,41
0.26,0.41,0.2239,0.2576,40
0.26,0.41,0.0,0.303,51
0.24,0.44,0.0896,0.2576,45
0.22,0.51,0.1343,0.2273,32
0.2,0.64,0.1045,0.2273,39
0.2,0.59,0.0896,0.2273,24
0.2,0.75,0.0896,0.2273,20
0.2,0.69,0.1045,0.2273,12
0.2,0.69,0.1642,0.2121,2
0.2,0.69,0.1343,0.2121,5
0.22,0.55,0.0,0.2727,3
0.22,0.64,0.194,0.2273,12
0.24,0.6,0.2239,0.2273,47
0.3,0.45,0.3284,0.2727,105
0.32,0.39,0.4478,0.2879,112
0.36,0.32,0.4627,0.3182,152
0.38,0.29,0.3582,0.3939,154
0.4,0.3,0.4179,0.4091,161
0.4,0.3,0.2985,0.4091,162
0.42,0.28,0.3284,0.4242,134
0.42,0.28,0.3284,0.4242,125
0.4,0.32,0.2985,0.4091,95
0.4,0.35,0.2836,0.4091,61
0.4,0.35,0.3284,0.4091,47
0.4,0.35,0.3582,0.4091,51
0.4,0.35,0.2985,0.4091,36
0.4,0.35,0.3582,0.4091,30
0.38,0.37,0.3582,0.3939,11
0.38,0.37,0.3582,0.3939,7
0.36,0.4,0.2985,0.3333,2
0.34,0.46,0.2239,0.3182,2
0.32,0.53,0.2836,0.303,2
0.32,0.53,0.2836,0.303,3
0.34,0.46,0.2985,0.303,26
0.34,0.46,0.2985,0.303,98
0.38,0.4,0.4627,0.3939,256
0.4,0.37,0.3881,0.4091,130
0.44,0.33,0.2239,0.4394,55
0.52,0.23,0.2537,0.5,53
0.56,0.22,0.4478,0.5303,126
0.58,0.19,0.3881,0.5455,120
0.6,0.15,0.4925,0.5909,90
0.56,0.21,0.6567,0.5303,90
0.52,0.27,0.4627,0.5,118
0.46,0.33,0.6119,0.4545,243
0.4,0.4,0.6119,0.4091,205
0.38,0.43,0.4925,0.3939,98
0.36,0.46,0.4627,0.3182,70
0.36,0.5,0.5224,0.3182,43
0.34,0.46,0.6567,0.2879,45
0.32,0.49,0.4925,0.2879,20
0.3,0.49,0.4179,0.2727,19
0.3,0.42,0.7761,0.2424,5
0.28,0.41,0.6866,0.2273,3
0.22,0.37,0.5224,0.1818,1
0.22,0.32,0.4627,0.1818,4
0.2,0.32,0.3284,0.1818,30
0.2,0.32,0.3582,0.1818,105
0.2,0.32,0.3582,0.1818,223
0.22,0.29,0.4478,0.197,110
0.24,0.27,0.2836,0.2121,52
0.26,0.25,0.2537,0.2424,57
0.28,0.24,0.2537,0.2727,71
0.32,0.21,0.2239,0.303,82
0.34,0.19,0.2239,0.3182,79
0.34,0.19,0.1642,0.3333,85
0.34,0.19,0.2537,0.3182,98
0.32,0.22,0.2239,0.303,206
0.3,0.22,0.1343,0.303,212
0.28,0.26,0.1343,0.2879,145
0.26,0.33,0.1045,0.2727,101
0.24,0.52,0.0,0.2879,66
0.24,0.44,0.0,0.2879,41
0.22,0.44,0.0896,0.2576,20
0.22,0.41,0.0896,0.2576,15
0.2,0.44,0.0896,0.2273,9
0.2,0.47,0.194,0.197,1
0.2,0.51,0.194,0.197,1
0.2,0.47,0.194,0.197,5
0.2,0.55,0.2239,0.197,33
0.2,0.55,0.2239,0.197,108
0.22,0.55,0.1642,0.2273,230
0.24,0.52,0.2836,0.2121,124
0.26,0.41,0.3881,0.2273,69
0.34,0.34,0.2985,0.303,66
0.38,0.32,0.3284,0.3939,86
0.42,0.3,0.3582,0.4242,93
0.46,0.28,0.4179,0.4545,82
0.46,0.28,0.4179,0.4545,117
0.46,0.31,0.3881,0.4545,122
0.46,0.28,0.2836,0.4545,255
0.4,0.4,0.2239,0.4091,222
0.34,0.53,0.2239,0.3182,161
0.38,0.43,0.194,0.3939,118
0.36,0.46,0.194,0.3485,92
0.34,0.53,0.194,0.3333,73
0.38,0.4,0.2239,0.3939,33
0.34,0.53,0.194,0.3333,17
0.34,0.53,0.2239,0.3182,6
0.34,0.53,0.2239,0.3182,6
0.34,0.53,0.194,0.3333,4
0.32,0.57,0.194,0.3182,4
0.32,0.66,0.0896,0.3333,12
0.3,0.7,0.1343,0.303,47
0.32,0.57,0.1045,0.3333,126
0.32,0.57,0.0896,0.3333,285
0.36,0.57,0.194,0.3485,179
0.38,0.54,0.194,0.3939,88
0.44,0.44,0.2537,0.4394,90
0.48,0.41,0.2239,0.4697,101
0.54,0.34,0.2239,0.5152,123
0.6,0.31,0.2239,0.6212,81
0.6,0.28,0.2537,0.6061,106
0.56,0.35,0.2985,0.5303,146
0.58,0.32,0.2985,0.5455,274
0.54,0.42,0.2836,0.5152,222
0.48,0.55,0.3284,0.4697,175
0.48,0.59,0.3284,0.4697,139
0.52,0.55,0.3881,0.5,124
0.5,0.59,0.2836,0.4848,76
0.46,0.67,0.2985,0.4545,44
0.44,0.72,0.2836,0.4394,32
0.44,0.72,0.2239,0.4394,8
0.44,0.72,0.2836,0.4394,7
0.46,0.67,0.2537,0.4545,8
0.46,0.67,0.2537,0.4545,1
0.46,0.67,0.1045,0.4545,7
0.44,0.72,0.1642,0.4394,50
0.42,0.77,0.2239,0.4242,116
0.42,0.77,0.194,0.4242,272
0.42,0.77,0.194,0.4242,169
0.44,0.72,0.2239,0.4394,95
0.44,0.72,0.1642,0.4394,113
0.5,0.59,0.194,0.4848,185
0.6,0.43,0.194,0.6212,176
0.66,0.36,0.2985,0.6212,191
0.66,0.36,0.3284,0.6212,172
0.66,0.36,0.2836,0.6212,232
0.66,0.34,0.3582,0.6212,327
0.64,0.33,0.3284,0.6212,224
0.62,0.29,0.5821,0.6212,162
0.6,0.31,0.194,0.6212,124
0.58,0.21,0.4925,0.5455,72
0.54,0.1,0.2537,0.5152,107
0.52,0.08,0.2836,0.5,77
0.48,0.12,0.4925,0.4697,29
0.46,0.14,0.4179,0.4545,31
0.44,0.13,0.3881,0.4394,17
0.42,0.14,0.2985,0.4242,7
0.4,0.15,0.3284,0.4091,3
0.4,0.15,0.3284,0.4091,3
0.4,0.17,0.4179,0.4091,6
0.38,0.17,0.5224,0.3939,22
0.38,0.17,0.5821,0.3939,45
0.4,0.16,0.6567,0.4091,55
0.42,0.16,0.5821,0.4242,106
0.44,0.16,0.5821,0.4394,123
0.44,0.18,0.4925,0.4394,119
0.44,0.16,0.6119,0.4394,155
0.46,0.15,0.6567,0.4545,196
0.44,0.16,0.7463,0.4394,171
0.44,0.16,0.6418,0.4394,120
0.42,0.19,0.6119,0.4242,127
0.36,0.25,0.4478,0.3182,88
0.34,0.29,0.3582,0.303,59
0.32,0.28,0.5224,0.2879,47
0.32,0.26,0.5522,0.2727,33
0.3,0.28,0.4925,0.2576,44
0.28,0.33,0.4478,0.2424,29
0.26,0.35,0.4478,0.2121,17
0.24,0.41,0.4627,0.197,16
0.24,0.41,0.5522,0.197,17
0.22,0.44,0.5522,0.1818,18
0.22,0.44,0.5522,0.1818,1
0.2,0.47,0.2985,0.1818,2
0.18,0.51,0.2537,0.1667,2
0.2,0.51,0.1045,0.2273,24
0.22,0.47,0.2836,0.2121,55
0.26,0.41,0.194,0.2576,104
0.3,0.33,0.1642,0.303,161
0.3,0.33,0.1045,0.3182,182
0.34,0.29,0.0,0.3333,198
0.36,0.27,0.1642,0.3485,212
0.36,0.27,0.0896,0.3636,168
0.36,0.29,0.0896,0.3636,147
0.34,0.33,0.1642,0.3485,146
0.34,0.36,0.1343,0.3333,101
0.34,0.36,0.1343,0.3333,42
0.34,0.42,0.0,0.3636,42
0.32,0.53,0.0,0.3485,56
0.32,0.57,0.2239,0.303,47
0.3,0.61,0.1642,0.303,54
0.34,0.42,0.3284,0.303,37
0.34,0.42,0.3284,0.303,13
0.34,0.42,0.3284,0.303,4
0.34,0.42,0.2985,0.303,5
0.32,0.45,0.1642,0.3182,1
0.34,0.36,0.0,0.3636,3
0.42,0.26,0.2985,0.4242,8
0.42,0.26,0.2836,0.4242,19
0.32,0.57,0.2985,0.303,63
0.32,0.57,0.2836,0.303,57
0.32,0.57,0.2537,0.303,81
0.32,0.57,0.1045,0.3333,90
0.32,0.66,0.194,0.3182,93
0.3,0.81,0.3284,0.2727,103
0.32,0.76,0.2537,0.303,116
0.3,0.7,0.4478,0.2727,87
0.28,0.75,0.4179,0.2424,56
0.28,0.75,0.3881,0.2576,80
0.24,0.87,0.3582,0.2121,66
0.24,0.87,0.3582,0.2121,49
0.24,0.81,0.3881,0.2121,29
0.22,0.75,0.4478,0.197,34
0.2,0.75,0.4179,0.1667,11
0.2,0.75,0.4179,0.1667,2
0.12,0.8,0.2836,0.1212,7
0.12,0.8,0.2836,0.1212,40
0.12,0.8,0.2537,0.1212,114
0.14,0.74,0.2537,0.1212,106
0.16,0.69,0.0,0.1818,44
0.16,0.64,0.0,0.2273,50
0.2,0.59,0.1045,0.2273,55
0.22,0.55,0.1642,0.2273,55
0.22,0.55,0.194,0.2273,58
0.24,0.48,0.194,0.2273,69
0.22,0.51,0.1642,0.2273,86
0.22,0.51,0.2239,0.2121,196
0.22,0.47,0.1343,0.2273,167
0.2,0.47,0.2836,0.1818,118
0.2,0.47,0.2239,0.197,105
0.2,0.47,0.2537,0.197,82
0.16,0.43,0.2537,0.1515,77
0.16,0.43,0.2537,0.1515,21
0.14,0.5,0.194,0.1364,6
0.14,0.46,0.1642,0.1515,4
0.12,0.5,0.1343,0.1515,1
0.12,0.5,0.1642,0.1364,2
0.12,0.5,0.1045,0.1515,8
0.12,0.5,0.1045,0.1515,36
0.12,0.54,0.1343,0.1515,96
0.14,0.54,0.1642,0.1515,235
0.18,0.51,0.0896,0.2121,139
0.2,0.4,0.0,0.2576,51
0.24,0.41,0.1045,0.2576,69
0.26,0.35,0.0896,0.2879,67
0.3,0.28,0.0896,0.3182,87
0.32,0.29,0.1045,0.3333,78
0.34,0.25,0.0896,0.3485,72
0.34,0.25,0.0,0.3636,94
0.34,0.25,0.0896,0.3485,222
0.32,0.26,0.0896,0.3333,209
0.3,0.33,0.0,0.3333,141
0.24,0.6,0.1642,0.2424,109
0.24,0.48,0.0,0.2879,91
0.24,0.48,0.0,0.2879,61
0.22,0.55,0.0896,0.2576,39
0.22,0.55,0.0896,0.2576,11
0.22,0.6,0.0896,0.2576,7
0.2,0.64,0.0896,0.2273,4
0.2,0.64,0.1343,0.2121,2
0.2,0.69,0.1343,0.2121,4
0.2,0.69,0.194,0.197,58
0.2,0.72,0.194,0.197,104
0.24,0.7,0.2239,0.2273,252
0.24,0.75,0.2985,0.2121,137
0.26,0.7,0.2836,0.2424,57
0.32,0.57,0.3881,0.2879,79
0.36,0.53,0.3582,0.3333,95
0.38,0.54,0.2985,0.3939,88
0.4,0.5,0.2985,0.4091,69
0.4,0.54,0.3881,0.4091,63
0.38,0.62,0.2836,0.3939,71
0.36,0.66,0.194,0.3485,177
0.34,0.87,0.3284,0.303,137
0.34,0.93,0.2985,0.303,115
0.34,0.93,0.3582,0.303,89
0.34,0.87,0.3284,0.303,83
0.34,0.87,0.2836,0.3182,55
0.32,0.93,0.2239,0.303,50
0.32,0.93,0.0,0.3485,9
0.32,1.0,0.0,0.3485,10
0.32,1.0,0.0,0.3485,3
0.32,0.93,0.1045,0.3333,2
0.32,0.93,0.1045,0.3333,6
0.34,0.93,0.0896,0.3485,11
0.34,1.0,0.1343,0.3333,35
0.36,0.93,0.1343,0.3485,73
0.34,0.93,0.3582,0.303,114
0.42,0.94,0.3284,0.4242,49
0.52,0.77,0.4478,0.5,59
0.54,0.6,0.4627,0.5152,115
0.54,0.6,0.4627,0.5152,83
0.56,0.56,0.6119,0.5303,85
0.46,0.41,0.806,0.4545,55
0.32,0.49,0.4627,0.2879,102
0.32,0.49,0.7463,0.2727,189
0.32,0.49,0.4925,0.2879,157
0.3,0.52,0.4478,0.2727,90
0.3,0.49,0.6119,0.2576,62
0.28,0.48,0.3881,0.2576,63
0.26,0.48,0.4478,0.2121,50
0.26,0.48,0.3284,0.2273,39
0.24,0.52,0.194,0.2273,28
0.24,0.52,0.2985,0.2121,27
0.22,0.6,0.3582,0.197,12
0.22,0.55,0.1343,0.2273,8
0.22,0.6,0.0896,0.2576,2
0.22,0.64,0.1045,0.2424,10
0.22,0.6,0.0,0.2727,7
0.22,0.6,0.0896,0.2576,22
0.24,0.6,0.0,0.2879,57
0.26,0.56,0.1642,0.2576,74
0.3,0.49,0.1343,0.303,85
0.3,0.45,0.0,0.3333,126
0.32,0.45,0.1642,0.3182,160
0.34,0.42,0.2537,0.3182,174
0.34,0.36,0.3284,0.303,211
0.36,0.4,0.2836,0.3333,165
0.36,0.46,0.2836,0.3333,171
0.36,0.43,0.2239,0.3485,183
0.34,0.46,0.194,0.3333,137
0.32,0.49,0.2537,0.303,94
0.3,0.56,0.1642,0.303,68
0.28,0.65,0.2537,0.2727,68
0.28,0.75,0.2239,0.2727,46
0.28,0.75,0.2836,0.2576,34
0.26,0.87,0.2836,0.2424,34
0.26,0.87,0.194,0.2576,37
0.26,0.87,0.1343,0.2727,22
0.26,0.87,0.0896,0.2879,11
0.24,0.87,0.1343,0.2424,2
0.24,0.87,0.0,0.2879,3
0.24,0.87,0.1343,0.2424,14
0.26,0.87,0.0,0.303,35
0.28,0.87,0.0896,0.303,59
0.3,0.81,0.1642,0.303,103
0.36,0.62,0.1343,0.3485,125
0.4,0.54,0.0896,0.4091,193
0.42,0.47,0.0,0.4242,259
0.44,0.47,0.0896,0.4394,282
0.46,0.44,0.1343,0.4545,261
0.48,0.44,0.1642,0.4697,268
0.42,0.54,0.194,0.4242,187
0.4,0.54,0.194,0.4091,127
0.4,0.54,0.1343,0.4091,102
0.4,0.54,0.0896,0.4091,81
0.38,0.62,0.1642,0.3939,69
0.38,0.62,0.1045,0.3939,69
0.36,0.62,0.1642,0.3485,59
0.36,0.66,0.1045,0.3636,30
0.34,0.87,0.3582,0.303,8
0.32,0.93,0.1642,0.3182,1
0.34,0.93,0.0,0.3636,5
0.34,0.96,0.1045,0.3485,28
0.36,0.93,0.1045,0.3636,92
0.34,0.93,0.2985,0.303,255
0.42,0.82,0.2836,0.4242,142
0.52,0.72,0.4925,0.5,92
0.56,0.64,0.2985,0.5303,87
0.56,0.64,0.2985,0.5303,36
0.46,0.94,0.2239,0.4545,32
0.42,1.0,0.2985,0.4242,25
0.42,1.0,0.2985,0.4242,35
0.42,1.0,0.1343,0.4242,42
0.4,1.0,0.2985,0.4091,79
0.46,0.94,0.194,0.4545,131
0.44,0.88,0.6119,0.4394,80
0.44,0.88,0.6119,0.4394,45
0.38,0.87,0.3881,0.3939,80
0.34,0.93,0.4179,0.303,76
0.32,0.81,0.3881,0.2879,45
0.3,0.7,0.4627,0.2727,7
0.26,0.7,0.3582,0.2273,3
0.24,0.65,0.3881,0.2121,4
0.22,0.69,0.2836,0.2121,2
0.22,0.69,0.2537,0.2121,1
0.2,0.64,0.2836,0.1818,2
0.2,0.59,0.2985,0.1818,46
0.2,0.59,0.3284,0.1818,107
0.2,0.59,0.3881,0.1818,214
0.22,0.55,0.4179,0.197,124
0.24,0.52,0.2836,0.2121,68
0.28,0.45,0.2537,0.2727,56
0.3,0.39,0.1343,0.303,86
0.32,0.39,0.0,0.3485,78
0.32,0.36,0.1343,0.3333,79
0.34,0.34,0.0,0.3636,64
0.34,0.34,0.0896,0.3485,102
0.34,0.34,0.0896,0.3485,242
0.32,0.39,0.194,0.3182,224
0.3,0.49,0.1343,0.303,119
0.3,0.61,0.0896,0.3182,88
0.26,0.56,0.0,0.303,63
0.24,0.62,0.1045,0.2727,47
0.24,0.65,0.2239,0.2273,25
0.22,0.69,0.1642,0.2273,8
0.22,0.69,0.194,0.2273,4
0.22,0.69,0.194,0.2273,2
0.22,0.69,0.2836,0.2121,4
0.2,0.75,0.1343,0.2121,1
0.22,0.69,0.2239,0.2121,5
0.22,0.55,0.2537,0.2121,40
0.22,0.64,0.2537,0.2121,110
0.24,0.65,0.2836,0.2121,256
0.28,0.56,0.2985,0.2576,148
0.32,0.49,0.2836,0.303,76
0.34,0.53,0.3284,0.303,73
0.4,0.43,0.194,0.4091,82
0.5,0.25,0.0,0.4848,125
0.52,0.23,0.2985,0.5,96
0.54,0.19,0.4179,0.5152,110
0.54,0.19,0.3284,0.5152,139
0.5,0.23,0.2836,0.4848,268
0.46,0.23,0.4925,0.4545,201
0.4,0.28,0.5224,0.4091,150
0.36,0.29,0.4179,0.3333,95
0.34,0.29,0.4627,0.2879,71
0.3,0.26,0.5522,0.2576,48
0.26,0.3,0.5224,0.2121,22
0.24,0.3,0.4627,0.197,13
0.24,0.3,0.4627,0.197,1
0.2,0.27,0.4627,0.1667,3
0.2,0.27,0.4627,0.1667,1
0.16,0.31,0.4925,0.1212,1
0.14,0.33,0.2985,0.1212,8
0.14,0.33,0.2985,0.1212,35
0.12,0.42,0.4179,0.0909,111
0.14,0.39,0.2985,0.1212,220
0.16,0.37,0.2836,0.1364,145
0.18,0.29,0.194,0.1818,56
0.2,0.29,0.0896,0.2273,50
0.22,0.25,0.1343,0.2273,72
0.22,0.25,0.0896,0.2576,80
0.24,0.21,0.1045,0.2576,78
0.24,0.23,0.0,0.2879,68
0.26,0.23,0.0,0.303,71
0.26,0.22,0.0,0.303,202
0.24,0.35,0.3284,0.2121,167
0.2,0.4,0.2537,0.197,106
0.2,0.4,0.0896,0.2273,70
0.18,0.4,0.1045,0.2121,51
0.2,0.4,0.0,0.2576,53
0.18,0.43,0.0896,0.2121,23
0.2,0.55,0.194,0.197,12
0.18,0.64,0.194,0.1818,4
0.18,0.64,0.194,0.1818,2
0.18,0.74,0.2537,0.1667,1
0.18,0.74,0.194,0.1818,1
0.16,0.74,0.1343,0.1818,7
0.16,0.74,0.0896,0.197,29
0.16,0.8,0.1343,0.1818,83
0.18,0.74,0.1343,0.197,228
0.22,0.6,0.1343,0.2273,150
0.24,0.6,0.2537,0.2273,66
